gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000066896	0.05631087	0	0.21433687	1	NA
ENSMUSG00000066900	386.4624	-0.03511352	0.08617403	0.5756048	0.8832619
ENSMUSG00000066902	8.818514	-0.01662135	0.13208477	0.5437716	0.8704387
ENSMUSG00000066938	0.4121357	0.005063699	0.22244728	0.6430514	NA
ENSMUSG00000066944	8.751733	0.01540998	0.13121606	0.5885104	0.8885787
ENSMUSG00000066952	6.684405	0.05602589	0.29384144	0.03523515	0.3935128
ENSMUSG00000066975	1.978477	0.003500366	0.1423275	0.8232601	0.9607382
ENSMUSG00000066979	354.1023	0.01014796	0.10112526	0.8689713	0.9699071
ENSMUSG00000067006	0.05866477	0.0005962035	0.21423382	0.9552944	NA
ENSMUSG00000067017	4.262782	-0.01816115	0.14170688	0.3699257	0.7845457
ENSMUSG00000067028	280.5076	0.1039769	0.11013051	0.09148716	0.5296189
ENSMUSG00000067038	37.59876	-0.09192445	0.13308229	0.05068399	0.4428973
ENSMUSG00000067049	0.1443809	0.0005962025	0.21423382	0.9552944	NA
ENSMUSG00000067058	0.6778046	-0.01261239	0.20537278	0.3470216	NA
ENSMUSG00000067063	0.1689326	0	0.21433687	1	NA
ENSMUSG00000067071	42.31373	-0.0181725	0.12139327	0.6906766	0.9231239
ENSMUSG00000067081	19.5908	0.04274714	0.13053649	0.2371251	0.6909675
ENSMUSG00000067085	0.1875038	0.001802446	0.21461987	0.8661002	NA
ENSMUSG00000067106	2.594721	0.002315704	0.13936732	0.8910527	0.9762451
ENSMUSG00000067121	3.366786	-0.001677226	0.13921801	0.9211313	0.9814412
ENSMUSG00000067144	0.3958805	0.01006566	0.24448336	0.3895439	NA
ENSMUSG00000067148	117.0868	0.08187068	0.11952795	0.1313473	0.583526
ENSMUSG00000067149	5.292334	0.03410652	0.212343	0.09320735	0.5322562
ENSMUSG00000067150	370.4416	-0.05183211	0.0879444	0.4111149	0.8043688
ENSMUSG00000067158	2.003867	0.02041592	0.17167076	0.2280445	0.6813725
ENSMUSG00000067161	3.36525	-0.0005307514	0.13651556	0.9776189	0.995443
ENSMUSG00000067189	0.9532267	-0.002836164	0.15055081	0.8347336	NA
ENSMUSG00000067194	1020.023	0.1397201	0.11099186	0.02891999	0.3645809
ENSMUSG00000067199	7.074585	-0.08568055	0.30792788	0.01434091	0.2665095
ENSMUSG00000067203	2.947879	0.007517505	0.14087862	0.6606178	0.9131758
ENSMUSG00000067206	0.2179015	0	0.21433687	1	NA
ENSMUSG00000067212	63.46703	-0.05449327	0.12252956	0.2547298	0.7089975
ENSMUSG00000067215	15.50534	-0.04730207	0.13187873	0.1894748	0.6478495
ENSMUSG00000067219	0.04285809	0	0.21433687	1	NA
ENSMUSG00000067220	0.02933238	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000067224	8.586935	0.03448739	0.15808423	0.1312398	0.583526
ENSMUSG00000067235	0.7609983	-0.002186792	0.17743597	0.8520308	NA
ENSMUSG00000067242	945.5537	0.1167732	0.08400023	0.06401429	0.4760687
ENSMUSG00000067274	1013.334	-0.1247389	0.08106308	0.04526214	0.432736
ENSMUSG00000067276	13.22597	-0.006166031	0.13182946	0.811717	0.9584272
ENSMUSG00000067279	294.3599	-0.05961077	0.10942275	0.3136584	0.7518043
ENSMUSG00000067285	0.2581268	0.006263472	0.22689982	0.5714136	NA
ENSMUSG00000067288	506.0371	-0.04215756	0.11051704	0.4648818	0.8331123
ENSMUSG00000067297	2.63989	0.008642082	0.14293491	0.6034892	0.8948078
ENSMUSG00000067321	0.08705398	0	0.21433687	1	NA
ENSMUSG00000067336	2240.729	0.1722665	0.11151784	0.009261424	0.2281624
ENSMUSG00000067341	0.3283589	0.007058522	0.23003267	0.5278736	NA
ENSMUSG00000067344	4.513619	0.01240691	0.13673479	0.5546365	0.8737878
ENSMUSG00000067352	0.2702625	-0.001445427	0.21424916	0.8922982	NA
ENSMUSG00000067356	2.927196	0.01006858	0.13985365	0.5827948	0.8857499
ENSMUSG00000067360	0.5398217	0.01190809	0.25129408	0.3289555	NA
ENSMUSG00000067365	116.4735	-0.041061	0.11483902	0.4500554	0.8273353
ENSMUSG00000067367	32.98803	0.03715157	0.12578704	0.3666294	0.7831982
ENSMUSG00000067369	94.37185	0.008067264	0.1103034	0.8873295	0.9748281
ENSMUSG00000067370	26.67044	-0.0147197	0.12644557	0.6921915	0.9233793
ENSMUSG00000067377	80.7964	-0.05075465	0.12740285	0.2224962	0.6776987
ENSMUSG00000067389	0.09942932	0.0006707547	0.21428573	0.9497132	NA
ENSMUSG00000067424	112.8273	0.06994249	0.10995375	0.2394061	0.6935745
ENSMUSG00000067430	217.9719	-0.03189382	0.09491545	0.6123104	0.8975783
ENSMUSG00000067455	31.57373	-0.05097938	0.1316895	0.1710577	0.6288307
ENSMUSG00000067545	0.07489038	0	0.21433687	1	NA
ENSMUSG00000067547	7.37082	-0.01025131	0.13381932	0.6617338	0.9133342
ENSMUSG00000067567	81.46573	0.07041735	0.1140457	0.2170431	0.6703621
ENSMUSG00000067571	0.02828562	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000067575	36.80194	-0.002609166	0.20086698	0.8153502	0.9592447
ENSMUSG00000067577	0.8479682	0.01325627	0.23368804	0.3136422	NA
ENSMUSG00000067578	73.81668	-0.1245046	0.13549201	0.01990205	0.3118156
ENSMUSG00000067586	24.93114	-0.03357027	0.12519909	0.4182084	0.8074475
ENSMUSG00000067594	72.59866	-0.05395376	0.12166856	0.2680691	0.7187642
ENSMUSG00000067597	7.866884	0.01693325	0.13417244	0.4939444	0.8466638
ENSMUSG00000067604	1.493443	0.005072557	0.14913647	0.7210196	NA
ENSMUSG00000067608	3.129716	-0.001251531	0.13759409	0.9446308	0.9864451
ENSMUSG00000067614	0.02933238	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000067615	0.08485685	-0.0003232433	0.21389231	0.9757667	NA
ENSMUSG00000067629	1023.053	0.04930526	0.12996313	0.1997932	0.6574234
ENSMUSG00000067653	13.60509	-0.02576367	0.14005509	0.2753617	0.7247514
ENSMUSG00000067698	0.4399838	0.01118625	0.25068846	0.3480223	NA
ENSMUSG00000067700	2.236261	0.02124858	0.31577291	0.1392782	0.5897563
ENSMUSG00000067704	0.1750434	0	0.21433687	1	NA
ENSMUSG00000067713	211.7984	-0.007881505	0.09856696	0.899142	0.9770942
ENSMUSG00000067714	1.427241	0.01037697	0.16813358	0.4517989	NA
ENSMUSG00000067719	4.768198	-0.02404927	0.14624146	0.2531691	0.707164
ENSMUSG00000067722	166.9542	0.1054186	0.10969519	0.08841263	0.5231033
ENSMUSG00000067724	20.37721	-0.001006495	0.12698994	0.9773507	0.995443
ENSMUSG00000067736	234.7116	0.0493207	0.33963692	0.04605468	0.4367059
ENSMUSG00000067745	0.1686778	0.006263473	0.22689982	0.5714135	NA
ENSMUSG00000067764	0.1460647	0.004321171	0.2203023	0.6903179	NA
ENSMUSG00000067768	1.655773	0.003391399	0.14497278	0.8188852	NA
ENSMUSG00000067771	5.942758	-0.00668141	0.19966468	0.5743031	0.882312
ENSMUSG00000067780	3.595011	0.0118709	0.15042902	0.455812	0.830072
ENSMUSG00000067786	1082.599	-0.1245433	0.13567883	0.01975123	0.3115614
ENSMUSG00000067787	656.0286	-0.1435703	0.110706	0.02556427	0.3468313
ENSMUSG00000067795	3.839339	-0.00532554	0.1360442	0.7885642	0.951115
ENSMUSG00000067818	61.01665	0.02244376	0.12073145	0.6316786	0.902451
ENSMUSG00000067825	123.9796	0.01581443	0.11065522	0.7806419	0.9492114
ENSMUSG00000067835	0.05631087	0	0.21433687	1	NA
ENSMUSG00000067847	104.2856	-0.05718324	0.1160875	0.293478	0.7376384
ENSMUSG00000067851	1075.241	0.1797843	0.10718136	0.007273164	0.2127539
ENSMUSG00000067860	21.12845	-0.06611634	0.13880372	0.07695237	0.5006487
ENSMUSG00000067869	4.704343	0.01212928	0.13708813	0.5568693	0.874518
ENSMUSG00000067870	23.75845	-0.0001413207	0.12495792	0.9971328	0.999509
ENSMUSG00000067872	9.261328	-0.04346234	0.14949996	0.108999	0.5557008
ENSMUSG00000067873	418.9799	-0.0721206	0.10038002	0.2517369	0.7057093
ENSMUSG00000067878	1.080669	-0.004710891	0.17378051	0.6985889	NA
ENSMUSG00000067879	272.242	0.7381203	0.61071431	3.220261e-05	0.01155357
ENSMUSG00000067889	5248.367	0.03493474	0.0927521	0.5798007	0.8844686
ENSMUSG00000067916	27.91799	0.05360619	0.13489891	0.1320134	0.5843107
ENSMUSG00000067919	0.05444447	0	0.21433687	1	NA
ENSMUSG00000067924	404.0795	-0.1691249	0.11885498	0.00906923	0.2266573
ENSMUSG00000067925	427.106	-0.1618933	0.12034257	0.0111161	0.2465193
ENSMUSG00000067928	75.94789	0.1127886	0.12829815	0.0362267	0.3972068
ENSMUSG00000067929	3.759711	0.01358383	0.14043449	0.4788494	0.8400731
ENSMUSG00000067931	118.1622	0.06788045	0.10509561	0.2695285	0.7201521
ENSMUSG00000067942	202.985	0.1851342	0.12018053	0.005134121	0.179207
ENSMUSG00000067949	0.04285809	0	0.21433687	1	NA
ENSMUSG00000067971	0.3283589	0.007058522	0.23003267	0.5278736	NA
ENSMUSG00000067973	0.2199919	0.007058522	0.23003267	0.5278736	NA
ENSMUSG00000067995	65.98763	0.04072227	0.12090079	0.396993	0.7982962
ENSMUSG00000068008	0.3987384	-0.002598763	0.21546043	0.8088397	NA
ENSMUSG00000068011	0.3937052	0.002409576	0.21533228	0.8222303	NA
ENSMUSG00000068014	3.547421	-0.001075421	0.18796689	0.924691	0.9824157
ENSMUSG00000068015	137.9307	-0.05227799	0.11152332	0.3633849	0.7814126
ENSMUSG00000068036	1013.957	0.07014912	0.07594634	0.2443867	0.6982229
ENSMUSG00000068037	41.99632	0.104286	0.18618351	0.01214994	0.2546804
ENSMUSG00000068039	1331.136	-0.08009221	0.09440596	0.209035	0.665113
ENSMUSG00000068040	506.0303	0.0205857	0.08396702	0.7411147	0.9377774
ENSMUSG00000068062	3.890196	0.05065718	0.35423606	0.04423016	0.4288463
ENSMUSG00000068079	1.281029	-9.923233e-05	0.15414265	0.993883	NA
ENSMUSG00000068099	332.422	-0.07760122	0.11606898	0.1680514	0.624918
ENSMUSG00000068101	3.589322	-0.01199496	0.14101444	0.5145736	0.8550936
ENSMUSG00000068105	1.088498	-0.0005012619	0.15739634	0.9683407	NA
ENSMUSG00000068113	0.05978884	0.006263473	0.22689982	0.5714135	NA
ENSMUSG00000068114	35.85238	0.01325748	0.12034704	0.7774552	0.9488397
ENSMUSG00000068115	51.83675	-0.01602624	0.12003433	0.7354392	0.9366182
ENSMUSG00000068117	23.36827	0.0304221	0.12921794	0.3828201	0.7929558
ENSMUSG00000068122	6.110446	0.005686398	0.13428693	0.795417	0.9533672
ENSMUSG00000068129	1.399397	-0.004476852	0.15773071	0.730896	NA
ENSMUSG00000068130	97.64506	0.05104804	0.11463497	0.3547787	0.7768063
ENSMUSG00000068134	227.695	0.0681007	0.10374609	0.2715419	0.7211117
ENSMUSG00000068141	3.353341	-0.009907444	0.13721829	0.618611	0.8989145
ENSMUSG00000068151	19.67986	-0.0190567	0.12887794	0.5663945	0.8778925
ENSMUSG00000068154	38.61076	-0.0006200578	0.12155959	0.9889902	0.998153
ENSMUSG00000068167	0.458757	-0.004494969	0.2036146	0.6925103	NA
ENSMUSG00000068180	0.1126217	0	0.21433687	1	NA
ENSMUSG00000068184	39.04066	0.007940482	0.12452061	0.843622	0.9651595
ENSMUSG00000068196	7.070326	-0.04059162	0.20048571	0.07288632	0.4937021
ENSMUSG00000068200	3.416726	0.01557672	0.14458304	0.3978867	0.7984246
ENSMUSG00000068205	481.1045	0.1118056	0.09682427	0.0831162	0.5085474
ENSMUSG00000068206	219.6196	0.03703876	0.10352809	0.5441312	0.8706318
ENSMUSG00000068220	17.55598	-0.0003353869	0.12882058	0.9915544	0.9984567
ENSMUSG00000068226	1.28537	-0.01049567	0.17596721	0.4362248	NA
ENSMUSG00000068227	1.229487	-0.01304168	0.21607428	0.3295974	NA
ENSMUSG00000068240	67.52708	-0.04751489	0.1229134	0.3062959	0.7459667
ENSMUSG00000068243	0.3997011	-0.0004440867	0.19303245	0.9684712	NA
ENSMUSG00000068245	2.620818	0.008317184	0.14812055	0.5845698	0.8864864
ENSMUSG00000068246	0.115236	-0.00120219	0.2140926	0.9102571	NA
ENSMUSG00000068250	72.63139	0.04661048	0.12085419	0.3390024	0.7649178
ENSMUSG00000068252	0.3098743	-0.002556001	0.2153977	0.8118755	NA
ENSMUSG00000068262	10.40691	-0.007745073	0.13184031	0.7663356	0.9450931
ENSMUSG00000068263	64.10545	0.02548401	0.11691519	0.6210002	0.8995653
ENSMUSG00000068264	69.99424	-0.01134776	0.1155491	0.8288963	0.9620447
ENSMUSG00000068267	625.9351	-0.04359841	0.10037451	0.4832119	0.8420023
ENSMUSG00000068270	82.04703	-0.03992075	0.12130825	0.4006933	0.7999668
ENSMUSG00000068284	696.749	0.181276	0.10783715	0.006849147	0.2082748
ENSMUSG00000068290	189.5231	-0.04906879	0.11613467	0.3613256	0.7805821
ENSMUSG00000068299	86.25202	-0.1135353	0.12545784	0.04022716	0.4145614
ENSMUSG00000068303	0.2140108	0.005253022	0.22304794	0.6313767	NA
ENSMUSG00000068323	1.569243	0.008165454	0.14858555	0.5881896	NA
ENSMUSG00000068324	0.0771023	0.005574103	0.22446132	0.6115388	NA
ENSMUSG00000068328	153.1079	-0.0557994	0.10180406	0.3689285	0.7842494
ENSMUSG00000068329	109.3727	-0.05425607	0.11467824	0.3270089	0.7600536
ENSMUSG00000068335	7.32441	0.02138641	0.13509555	0.3962056	0.7982074
ENSMUSG00000068373	1075.496	0.2042464	0.11313426	0.002755186	0.1325635
ENSMUSG00000068391	74.57329	0.001543373	0.11164163	0.9779762	0.995443
ENSMUSG00000068392	0.08571617	0	0.21433687	1	NA
ENSMUSG00000068394	44.33995	-0.07359359	0.12351287	0.1395517	0.5897563
ENSMUSG00000068396	6.478245	-0.007595425	0.13326861	0.7484235	0.9389454
ENSMUSG00000068407	0.3502832	0.004321171	0.2203023	0.6903179	NA
ENSMUSG00000068417	27.32574	0.009112351	0.12576307	0.8107964	0.9579539
ENSMUSG00000068428	1.466554	-0.005362125	0.15229676	0.6972087	NA
ENSMUSG00000068452	0.1177485	0	0.21433687	1	NA
ENSMUSG00000068457	347.2729	0.1979051	0.11795062	0.003372179	0.1501187
ENSMUSG00000068463	0.4168419	0.01024962	0.24547925	0.3823732	NA
ENSMUSG00000068466	1.054044	-0.004416404	0.16532633	0.7235166	NA
ENSMUSG00000068479	266.7622	-0.08652293	0.11398366	0.1386664	0.5897563
ENSMUSG00000068487	0.147786	0.0017059	0.21447094	0.8731776	NA
ENSMUSG00000068522	6.814488	0.02431349	0.1409307	0.2850619	0.7319829
ENSMUSG00000068523	78.426	0.09491727	0.12534893	0.06872378	0.4835198
ENSMUSG00000068547	0.07489038	0	0.21433687	1	NA
ENSMUSG00000068551	138.2852	-0.0180538	0.10292556	0.7671315	0.9453783
ENSMUSG00000068566	91.452	0.04464087	0.12065474	0.3599795	0.7802583
ENSMUSG00000068574	0.1963335	0	0.21433687	1	NA
ENSMUSG00000068579	1.24231	0.005733081	0.16784314	0.6492092	NA
ENSMUSG00000068580	84.88696	-0.08365334	0.12276064	0.1080445	0.5548216
ENSMUSG00000068587	0.2258768	0	0.21433687	1	NA
ENSMUSG00000068601	1.449428	-0.002674376	0.15936815	0.8321443	NA
ENSMUSG00000068604	0.04352699	0	0.21433687	1	NA
ENSMUSG00000068606	0.08549777	-0.0002424003	0.21390401	0.9818237	NA
ENSMUSG00000068615	25.4327	0.01106377	0.12743744	0.7519059	0.9407499
ENSMUSG00000068617	82.03807	-0.07018719	0.12265148	0.1607189	0.6176876
ENSMUSG00000068631	0.08212478	0	0.21433687	1	NA
ENSMUSG00000068638	17.22345	0.05001192	0.15436829	0.07907842	0.5031879
ENSMUSG00000068663	425.8728	0.09123574	0.10147268	0.1499716	0.6038018
ENSMUSG00000068674	0.4833767	0.008899207	0.22309853	0.4564139	NA
ENSMUSG00000068680	0.6608895	-0.005777988	0.1967932	0.6233084	NA
ENSMUSG00000068686	4.106478	0.01476322	0.13975973	0.4580234	0.8304605
ENSMUSG00000068696	3405.272	0.0516784	0.11874447	0.3157703	0.7532921
ENSMUSG00000068697	0.2186332	0.008708382	0.23750344	0.4469279	NA
ENSMUSG00000068699	21.7641	0.003606583	0.1271432	0.9183629	0.9811911
ENSMUSG00000068706	18.09054	-0.007364446	0.12724632	0.8339472	0.9639164
ENSMUSG00000068732	388.2706	-0.09083054	0.10551641	0.1454319	0.5991314
ENSMUSG00000068735	180.3535	-0.04391802	0.10598263	0.4659417	0.8336198
ENSMUSG00000068739	722.3566	-0.1067708	0.09973301	0.09623651	0.5372971
ENSMUSG00000068740	1366.134	0.1073156	0.1263715	0.04604701	0.4367059
ENSMUSG00000068742	807.8733	0.04666922	0.10166464	0.4509061	0.8276359
ENSMUSG00000068744	2.668674	-0.03988579	0.24832715	0.06726271	0.4819545
ENSMUSG00000068745	0.3070459	0.00705852	0.23003267	0.5278737	NA
ENSMUSG00000068747	2665.942	0.1219153	0.09793624	0.05996886	0.4636946
ENSMUSG00000068748	1856.502	0.07345328	0.11355269	0.2022822	0.6597372
ENSMUSG00000068749	282.5637	-0.04356753	0.10992714	0.4534716	0.8291707
ENSMUSG00000068758	1.745701	0.02171983	0.17231885	0.2107133	NA
ENSMUSG00000068762	24.59814	-0.0445585	0.13515049	0.172166	0.6295539
ENSMUSG00000068794	9.858923	-0.03603937	0.13869515	0.1949613	0.6534821
ENSMUSG00000068798	240.2742	0.1146111	0.10891423	0.06776368	0.4820892
ENSMUSG00000068817	0.1750434	0	0.21433687	1	NA
ENSMUSG00000068823	2559.803	-0.0002672587	0.0833074	0.9965693	0.999509
ENSMUSG00000068824	0.2142342	0	0.21433687	1	NA
ENSMUSG00000068854	50.01897	-0.01849241	0.12526768	0.6405708	0.9060361
ENSMUSG00000068855	47.16063	-0.008357927	0.12016623	0.8589001	0.9689265
ENSMUSG00000068856	105.2219	0.1083168	0.13261793	0.03377685	0.3867281
ENSMUSG00000068859	78.63033	-0.08768129	0.12671427	0.07872542	0.5031879
ENSMUSG00000068860	2.050338	0.009467742	0.15131856	0.5282112	0.8619022
ENSMUSG00000068874	59.21936	-0.0275379	0.11933422	0.5734091	0.8819784
ENSMUSG00000068876	32.27653	-0.0785485	0.13946398	0.0539203	0.4518326
ENSMUSG00000068877	0.5205683	0.009834831	0.23895731	0.404733	NA
ENSMUSG00000068882	608.4337	0.03577557	0.11404657	0.5135495	0.8546469
ENSMUSG00000068885	1.234045	0.001278124	0.15847814	0.9190087	NA
ENSMUSG00000068893	0.2765632	0.003525138	0.21788281	0.7438562	NA
ENSMUSG00000068917	165.1901	-0.04864528	0.10660825	0.4183449	0.8074475
ENSMUSG00000068921	350.7616	0.06696945	0.09624615	0.2906549	0.7355341
ENSMUSG00000068922	103.1173	-0.04730318	0.11438801	0.3907934	0.7960085
ENSMUSG00000068923	3990.521	-0.00221403	0.06154167	0.9668623	0.9921149
ENSMUSG00000068957	0.08564325	0.002130945	0.21590586	0.8417778	NA
ENSMUSG00000068959	94.69741	-0.02126771	0.11570325	0.6860732	0.9221794
ENSMUSG00000068962	23.29266	0.007518547	0.12985692	0.8011599	0.9548642
ENSMUSG00000068966	123.3071	0.06889393	0.13212871	0.09895421	0.5436268
ENSMUSG00000068999	0.1713874	0	0.21433687	1	NA
ENSMUSG00000069008	0.6505692	-0.00790918	0.23226479	0.4865668	NA
ENSMUSG00000069011	2.540136	-0.01650454	0.14496115	0.3762396	0.7895755
ENSMUSG00000069014	6.160314	-0.01848914	0.16231669	0.2731016	0.7230263
ENSMUSG00000069020	154.4164	-0.03859608	0.10474487	0.5243345	0.8587167
ENSMUSG00000069041	1.01736	0.009295698	0.15995896	0.5069037	NA
ENSMUSG00000069044	1.09996	0.01616795	0.28129971	0.2158119	NA
ENSMUSG00000069045	589.6232	0.05957951	0.09691297	0.3454532	0.7684623
ENSMUSG00000069049	310.2871	0.05221804	0.09126136	0.4093186	0.8036198
ENSMUSG00000069053	4.035057	0.0443715	0.2233245	0.05799532	0.4590633
ENSMUSG00000069072	1505.079	-0.04025531	0.08814117	0.5227423	0.8585815
ENSMUSG00000069074	0.2820134	0.009504389	0.24151554	0.412303	NA
ENSMUSG00000069083	0.667729	0.01265286	0.23983746	0.323397	NA
ENSMUSG00000069085	2.583975	-0.01592465	0.16024728	0.3240505	0.7583141
ENSMUSG00000069089	459.9399	0.06569148	0.09690409	0.2992519	0.7412877
ENSMUSG00000069094	230.8694	-0.01510227	0.10124457	0.8060571	0.9563075
ENSMUSG00000069114	88.10369	-0.008212338	0.11876621	0.8664467	0.9699071
ENSMUSG00000069117	1.261995	-0.02149019	0.198922	0.1901421	NA
ENSMUSG00000069125	0.3334963	0.002263295	0.21083269	0.834868	NA
ENSMUSG00000069132	13.77479	0.02940161	0.13260914	0.3296887	0.7607581
ENSMUSG00000069135	125.5199	-0.0219988	0.11076622	0.6987142	0.9264148
ENSMUSG00000069136	1.319978	-0.004619322	0.16886379	0.7082746	NA
ENSMUSG00000069170	54.70745	-0.05206507	0.12743631	0.2133918	0.6682353
ENSMUSG00000069171	63.37667	-0.03313954	0.12907953	0.3526223	0.7756581
ENSMUSG00000069184	33.26972	0.06909791	0.12629804	0.137281	0.5891789
ENSMUSG00000069188	0.3335606	0.007816818	0.21105178	0.5121752	NA
ENSMUSG00000069206	105.5869	0.07572272	0.11337852	0.190894	0.6488924
ENSMUSG00000069208	40.35979	-0.01701762	0.11830781	0.7316831	0.9355804
ENSMUSG00000069223	1.641794	0.01971603	0.30306834	0.1605103	NA
ENSMUSG00000069227	502.4145	-0.04277956	0.11060691	0.4580729	0.8304605
ENSMUSG00000069236	0.6321326	0.009186287	0.18466569	0.4744895	NA
ENSMUSG00000069237	803.0773	0.02347209	0.09325071	0.7093868	0.9290531
ENSMUSG00000069248	0.1026469	0.006263472	0.22689982	0.5714136	NA
ENSMUSG00000069255	51.1097	0.1186215	0.12724886	0.03224131	0.3804584
ENSMUSG00000069265	17.45862	-0.02331616	0.13310197	0.4021457	0.8007298
ENSMUSG00000069266	43.32732	-0.1000553	0.13133486	0.04445719	0.4288489
ENSMUSG00000069267	7.511686	-0.0003953332	0.13402044	0.9855656	0.9975236
ENSMUSG00000069268	10.17669	0.008349741	0.13035088	0.7730319	0.947817
ENSMUSG00000069270	34.90093	-0.03925646	0.13214014	0.2414621	0.6961912
ENSMUSG00000069272	20.091	0.01458217	0.13029594	0.6261731	0.9008299
ENSMUSG00000069273	134.0689	-0.04448365	0.1161372	0.4050196	0.8014173
ENSMUSG00000069274	103.9434	-0.06275099	0.1183802	0.2361985	0.6899144
ENSMUSG00000069300	12.86111	-0.02447634	0.13577118	0.3400939	0.7652733
ENSMUSG00000069301	3.871538	0.001978562	0.15178838	0.8819361	0.9734384
ENSMUSG00000069302	1.056117	0.01536474	0.25248355	0.2570232	NA
ENSMUSG00000069303	7.848255	-0.03025272	0.18275937	0.1264914	0.579635
ENSMUSG00000069305	109.8111	-0.03265702	0.1238001	0.4517115	0.8276359
ENSMUSG00000069306	150.7427	0.006554067	0.12706042	0.8533492	0.9677391
ENSMUSG00000069307	4.555101	0.0005692677	0.14650597	0.9679647	0.9922361
ENSMUSG00000069308	4.536499	0.007548386	0.14599704	0.6252903	0.9006573
ENSMUSG00000069309	0.9717492	0.007731872	0.18705761	0.5333729	NA
ENSMUSG00000069310	5.421907	-0.02330574	0.15414257	0.2298506	0.683216
ENSMUSG00000069315	0.04284684	0	0.21433687	1	NA
ENSMUSG00000069372	4.973369	0.01009499	0.13846931	0.597217	0.8922239
ENSMUSG00000069376	1.345409	-0.003430644	0.15579215	0.792279	NA
ENSMUSG00000069378	0.09905554	0.006263472	0.22689982	0.5714136	NA
ENSMUSG00000069379	1.712394	0.009634068	0.14376331	0.5633212	NA
ENSMUSG00000069441	0.7148962	0.01940096	0.24641761	0.1995383	NA
ENSMUSG00000069456	0.6361012	0.003225696	0.18970097	0.779305	NA
ENSMUSG00000069495	383.1372	0.04548156	0.09106007	0.4717859	0.8366136
ENSMUSG00000069515	0.3037688	0.005063699	0.22244728	0.6430514	NA
ENSMUSG00000069516	47.06672	-0.05272283	0.12155432	0.2788278	0.7276468
ENSMUSG00000069520	203.9632	-0.04030152	0.09866523	0.5190607	0.8574921
ENSMUSG00000069539	273.1691	-0.05452501	0.09774623	0.3862799	0.7948057
ENSMUSG00000069540	5.064553	0.00479802	0.13378597	0.8311448	0.9627087
ENSMUSG00000069554	3.345609	0.008728426	0.14473867	0.5880865	0.8882704
ENSMUSG00000069565	139.6557	-0.1123236	0.11632741	0.05992288	0.4636946
ENSMUSG00000069581	1.58126	0.003443055	0.14677353	0.8107262	NA
ENSMUSG00000069588	1.745273	0.00683783	0.15290225	0.6264672	NA
ENSMUSG00000069601	5919.964	0.09828031	0.10874526	0.1114293	0.5596849
ENSMUSG00000069607	0.5109259	0.003549044	0.20535788	0.7507442	NA
ENSMUSG00000069609	0.2199919	0.007058522	0.23003267	0.5278736	NA
ENSMUSG00000069622	5.922352	-0.007513838	0.13390375	0.7412572	0.9377774
ENSMUSG00000069631	136.1074	0.04173064	0.11569914	0.4365745	0.8181876
ENSMUSG00000069633	5.46331	-0.01085304	0.13633952	0.6030802	0.8948078
ENSMUSG00000069662	1693.864	0.107081	0.09240738	0.0957458	0.5359848
ENSMUSG00000069670	662.7018	0.1277875	0.08616716	0.04485157	0.4308124
ENSMUSG00000069678	51.16919	0.04051014	0.12098213	0.3982891	0.7986417
ENSMUSG00000069682	68.54709	-0.1458866	0.14848638	0.008234521	0.2197336
ENSMUSG00000069713	9.257022	0.0323504	0.1363062	0.2463218	0.6999262
ENSMUSG00000069727	85.62049	0.0782974	0.1109913	0.1877491	0.6454288
ENSMUSG00000069729	820.2899	0.03075464	0.10178402	0.6172415	0.8985368
ENSMUSG00000069733	0.3341812	0.001647786	0.21404454	0.8775787	NA
ENSMUSG00000069743	7.471315	0.01625051	0.13847907	0.4405789	0.8213092
ENSMUSG00000069744	262.7598	0.02494425	0.11008466	0.6637779	0.9142849
ENSMUSG00000069755	5.856922	-0.01600034	0.1389277	0.4403859	0.8212171
ENSMUSG00000069763	47.07771	-0.006113854	0.12390896	0.8821832	0.9734384
ENSMUSG00000069769	787.6459	0.03942613	0.09472036	0.5316831	0.8641461
ENSMUSG00000069792	1.062575	-0.00957531	0.18490088	0.4594525	NA
ENSMUSG00000069793	3.002076	-0.01404573	0.15609651	0.3771287	0.7897737
ENSMUSG00000069804	1.776413	0.02164871	0.24568552	0.1734132	NA
ENSMUSG00000069805	0.1446457	0.001802446	0.21461987	0.8661002	NA
ENSMUSG00000069806	192.9187	0.04804311	0.12490292	0.2759156	0.7252918
ENSMUSG00000069808	274.3798	0.04981983	0.09465371	0.4304286	0.8134892
ENSMUSG00000069814	194.6492	0.02623724	0.10715957	0.6575086	0.9126184
ENSMUSG00000069825	0.09762444	0.007262142	0.2308868	0.5171987	NA
ENSMUSG00000069830	2.119731	0.03453621	0.2569446	0.08535103	0.5165411
ENSMUSG00000069833	1161.054	-0.0006398731	0.10508349	0.9914845	0.9984567
ENSMUSG00000069835	26.74097	-0.01858337	0.12575693	0.6317045	0.902451
ENSMUSG00000069844	78.26286	0.01171366	0.11845675	0.8121523	0.9584419
ENSMUSG00000069855	0.4523258	-0.003536771	0.18061228	0.7639517	NA
ENSMUSG00000069862	0.2121607	-0.00117702	0.21407863	0.9121207	NA
