task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
156	8d/bcc28f	12109420	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SNI_oxy_4)	COMPLETED	0	2024-08-15 09:21:43.026	1m 30s	1m 22s	124.0%	9.1 MB	211.4 MB	2.6 GB	270.6 KB
161	57/4f9ef2	12109424	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SNI_oxy_3)	COMPLETED	0	2024-08-15 09:21:43.912	1m 29s	1m 19s	124.0%	8.9 MB	211.3 MB	2.3 GB	273.5 KB
160	ac/ffb0e7	12109421	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (Sham_oxy_2)	COMPLETED	0	2024-08-15 09:21:43.185	1m 30s	1m 22s	125.4%	9.1 MB	211.4 MB	2.8 GB	270.7 KB
163	fd/f3e998	12109440	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SNI_oxy_1)	COMPLETED	0	2024-08-15 09:21:47.402	1m 25s	1m 20s	126.9%	9.2 MB	211.4 MB	2.8 GB	273.7 KB
165	9e/57e042	12109443	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (Sham_oxy_4)	COMPLETED	0	2024-08-15 09:21:48.196	1m 25s	1m 16s	125.1%	9.2 MB	211.4 MB	2.5 GB	274 KB
150	9a/d52a3a	12109415	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (SNI_oxy_4)	COMPLETED	0	2024-08-15 09:21:28.574	1m 44s	1m 37s	119.0%	642.8 MB	879.2 MB	3.7 GB	329.1 MB
239	9a/c3fcae	12109498	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (Sham_oxy_2)	COMPLETED	0	2024-08-15 09:23:03.363	9.4s	4s	95.3%	59.7 MB	760.1 MB	54.4 MB	806 B
233	68/44d874	12109502	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (Sham_oxy_2)	COMPLETED	0	2024-08-15 09:23:04.309	8.4s	0ms	60.7%	12.9 MB	21.2 MB	16.8 MB	3.5 KB
175	cf/ca577e	12109438	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SNI_Sal_1)	COMPLETED	0	2024-08-15 09:21:47.013	1m 31s	1m 25s	124.6%	9.2 MB	211.4 MB	2.5 GB	275.5 KB
170	49/aca232	12109426	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (Sham_oxy_3)	COMPLETED	0	2024-08-15 09:21:44.171	1m 34s	1m 24s	124.4%	9.2 MB	211.4 MB	2.6 GB	267.3 KB
178	d1/2fc593	12109455	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SNI_Sal_3)	COMPLETED	0	2024-08-15 09:21:50.779	1m 27s	1m 18s	124.7%	9.1 MB	211.4 MB	2.6 GB	269.9 KB
204	69/e34dbe	12109468	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (SNI_oxy_4)	COMPLETED	0	2024-08-15 09:21:54.061	1m 24s	1m 15s	93.9%	45.6 MB	745.8 MB	2.8 GB	1.3 KB
209	c4/561a7a	12109473	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (SNI_oxy_4)	COMPLETED	0	2024-08-15 09:21:55.044	1m 23s	1m 15s	95.1%	366.9 MB	1 GB	2.8 GB	27.9 KB
185	65/0c17c6	12109452	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SNI_Sal_4)	COMPLETED	0	2024-08-15 09:21:50.003	1m 33s	1m 26s	125.2%	8.6 MB	211.4 MB	2.7 GB	223.1 KB
193	71/0c939a	12109466	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (Sham_Sal_4)	COMPLETED	0	2024-08-15 09:21:53.475	1m 29s	1m 24s	126.4%	9.1 MB	211.4 MB	2.8 GB	275.2 KB
168	55/2c60b5	12109448	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SNI_oxy_2)	COMPLETED	0	2024-08-15 09:21:48.914	1m 34s	1m 31s	126.8%	9.1 MB	211.4 MB	3.2 GB	274.6 KB
224	ed/892faf	12109490	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (SNI_oxy_3)	COMPLETED	0	2024-08-15 09:22:48.497	44.2s	40s	96.6%	704.9 MB	2.1 GB	798.4 MB	42.1 MB
231	90/3f3ffb	12109496	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:TXIMPORT	COMPLETED	0	2024-08-15 09:22:53.073	39.6s	34s	81.5%	989 MB	1.7 GB	153.5 MB	80.7 MB
197	dc/619dbf	12109456	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (Sham_Sal_2)	COMPLETED	0	2024-08-15 09:21:51.142	1m 47s	1m 40s	126.1%	9.2 MB	211.4 MB	3.4 GB	279.7 KB
114	47/8b9e7d	12109378	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (Sham_oxy_4)	COMPLETED	0	2024-08-15 09:14:59.966	8m 43s	8m 31s	105.4%	21.2 GB	33.6 GB	5 GB	2.6 GB
238	b9/5a65f5	12109501	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (Sham_oxy_2)	COMPLETED	0	2024-08-15 09:23:03.983	38.7s	31s	97.2%	670.5 MB	1.4 GB	246.9 MB	41.9 MB
225	74/4e3f69	12109489	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (SNI_oxy_3)	COMPLETED	0	2024-08-15 09:22:48.370	54.3s	49s	95.0%	99.3 MB	799.8 MB	2.5 GB	40.9 MB
199	71/afb5a3	12109465	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (Sham_Sal_3)	COMPLETED	0	2024-08-15 09:21:53.273	1m 54s	1m 45s	125.1%	9.1 MB	211.4 MB	3.3 GB	279.5 KB
226	b5/1783ec	12109491	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (SNI_oxy_3)	COMPLETED	0	2024-08-15 09:22:48.711	59s	52s	95.4%	45.7 MB	745.8 MB	2.5 GB	1.3 KB
108	09/9d7da4	12109372	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (SNI_oxy_1)	COMPLETED	0	2024-08-15 09:14:23.087	9m 25s	9m 11s	105.5%	21.4 GB	33.6 GB	5.6 GB	2.9 GB
242	ba/42fab6	12109508	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SE_GENE (tx2gene.tsv)	COMPLETED	0	2024-08-15 09:23:33.540	14.2s	9s	90.6%	459.9 MB	1.2 GB	61.3 MB	3.9 MB
245	e8/5844da	12109505	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SE_TRANSCRIPT (tx2gene.tsv)	COMPLETED	0	2024-08-15 09:23:32.970	19.7s	11s	95.6%	535.6 MB	1.3 GB	75.2 MB	10.2 MB
244	17/7cbe22	12109506	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SE_GENE_SCALED (tx2gene.tsv)	COMPLETED	0	2024-08-15 09:23:33.047	19.7s	9s	97.3%	497.9 MB	1.3 GB	65.1 MB	5.5 MB
241	c2/04b074	12109507	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SE_GENE_LENGTH_SCALED (tx2gene.tsv)	COMPLETED	0	2024-08-15 09:23:33.289	19.4s	9s	96.9%	499.5 MB	1.3 GB	65.1 MB	5.5 MB
205	b9/63a1bf	12109471	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (SNI_oxy_4)	COMPLETED	0	2024-08-15 09:21:54.703	2m 3s	1m 58s	96.5%	881.9 MB	1.5 GB	2.9 GB	1.7 KB
230	d7/7ccb11	12109494	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (SNI_oxy_3)	COMPLETED	0	2024-08-15 09:22:49.269	1m 13s	1m 3s	94.0%	314.1 MB	1015.1 MB	2.5 GB	27.9 KB
246	eb/b372d7	12109513	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (Sham_oxy_4)	COMPLETED	0	2024-08-15 09:23:43.183	19.5s	16s	135.8%	26.3 MB	209.9 MB	2.6 GB	3 MB
243	fd/cf32c6	12109509	NFCORE_RNASEQ:RNASEQ:DESEQ2_QC_STAR_SALMON	COMPLETED	0	2024-08-15 09:23:33.826	28.9s	20s	102.5%	677 MB	1.6 GB	80.8 MB	4.6 MB
251	76/6af2ca	12109515	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (Sham_oxy_4)	COMPLETED	0	2024-08-15 09:23:43.501	24.2s	20s	390.8%	533.2 MB	884.3 MB	4.5 GB	798.8 MB
229	42/969d3d	12109488	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (SNI_oxy_3)	COMPLETED	0	2024-08-15 09:22:47.882	1m 25s	1m 21s	96.3%	882 MB	1.5 GB	2.6 GB	1.7 KB
263	c8/50a4d7	12109526	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (Sham_oxy_4)	COMPLETED	0	2024-08-15 09:24:03.938	8.8s	4s	74.0%	51.2 MB	751.4 MB	63.3 MB	796 B
265	ee/ec20a6	12109529	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (Sham_oxy_4)	COMPLETED	0	2024-08-15 09:24:07.929	4.8s	1s	35.8%	14.2 MB	22.5 MB	16.8 MB	3.5 KB
257	c4/6a3dbf	12109516	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (SNI_oxy_1)	COMPLETED	0	2024-08-15 09:23:49.072	28.6s	23s	389.6%	676.2 MB	1.2 GB	6 GB	1.7 GB
256	08/1fe9be	12109518	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (SNI_oxy_1)	COMPLETED	0	2024-08-15 09:23:51.076	26.6s	18s	141.5%	30.8 MB	209.9 MB	2.9 GB	3.1 MB
208	e3/494b80	12109467	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (SNI_oxy_4)	COMPLETED	0	2024-08-15 09:21:53.774	2m 24s	2m 16s	97.7%	8.1 GB	8.7 GB	2.8 GB	216.9 KB
218	08/e36a23	12109483	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (Sham_oxy_2)	COMPLETED	0	2024-08-15 09:22:38.102	1m 45s	1m 41s	117.6%	634 MB	976.2 MB	3.8 GB	332.4 MB
234	0a/24d7f0	12109503	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (Sham_oxy_2)	COMPLETED	0	2024-08-15 09:23:04.498	1m 18s	1m 8s	93.1%	110.9 MB	811.5 MB	2.9 GB	47.2 MB
236	23/7cc72b	12109504	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (Sham_oxy_2)	COMPLETED	0	2024-08-15 09:23:04.626	1m 23s	1m 16s	93.8%	493.2 MB	1.2 GB	2.9 GB	27.9 KB
270	49/e560d9	12109530	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (SNI_oxy_1)	COMPLETED	0	2024-08-15 09:24:18.901	8.8s	3s	101.1%	55 MB	755.4 MB	51.6 MB	807 B
266	55/ae0212	12109532	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (SNI_oxy_1)	COMPLETED	0	2024-08-15 09:24:19.444	8.3s	1s	63.2%	14.6 MB	22.9 MB	16.8 MB	3.5 KB
235	f4/12ddc6	12109500	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (Sham_oxy_2)	COMPLETED	0	2024-08-15 09:23:03.753	1m 29s	1m 21s	94.7%	45.6 MB	745.8 MB	2.9 GB	1.3 KB
116	37/a180aa	12109380	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (Sham_oxy_3)	COMPLETED	0	2024-08-15 09:15:13.678	9m 19s	9m 6s	105.3%	21.1 GB	33.6 GB	5.2 GB	2.8 GB
259	57/d44260	12109524	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (Sham_oxy_4)	COMPLETED	0	2024-08-15 09:24:03.568	39.1s	35s	98.8%	673.3 MB	1.4 GB	484.3 MB	41.3 MB
136	61/a69273	12109400	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (SNI_Sal_2)	COMPLETED	0	2024-08-15 09:16:53.450	7m 54s	7m 43s	107.4%	19.9 GB	33.6 GB	3.9 GB	2.1 GB
144	bd/45f01c	12109407	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (Sham_Sal_1)	COMPLETED	0	2024-08-15 09:17:42.795	7m 5s	6m 53s	105.3%	19.8 GB	33.6 GB	3.8 GB	2 GB
213	b3/0e9985	12109481	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (SNI_oxy_3)	COMPLETED	0	2024-08-15 09:22:23.517	2m 29s	2m 19s	111.4%	649.1 MB	888.5 MB	3.4 GB	325.1 MB
276	d0/5f4310	12109539	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (Sham_oxy_3)	COMPLETED	0	2024-08-15 09:24:33.773	23.9s	17s	140.3%	24.4 MB	209.9 MB	2.8 GB	2.6 MB
228	74/6c856b	12109492	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (SNI_oxy_3)	COMPLETED	0	2024-08-15 09:22:48.778	2m 9s	1m 58s	97.6%	5 GB	5.7 GB	2.5 GB	249.6 KB
267	29/3c8aad	12109533	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (SNI_oxy_1)	COMPLETED	0	2024-08-15 09:24:19.495	38.2s	30s	100.2%	672.5 MB	1.4 GB	226.2 MB	40.9 MB
154	c7/08452c	12109418	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (Sham_oxy_1)	COMPLETED	0	2024-08-15 09:21:33.132	3m 30s	3m 23s	109.0%	16.9 GB	33.6 GB	1.9 GB	1019.2 MB
258	fa/e6c187	12109527	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (Sham_oxy_4)	COMPLETED	0	2024-08-15 09:24:04.045	58.7s	55s	96.2%	99.3 MB	799.8 MB	2.6 GB	42.6 MB
279	15/90ba52	12109540	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (Sham_oxy_3)	COMPLETED	0	2024-08-15 09:24:33.873	33.8s	27s	350.5%	722.4 MB	1.2 GB	7.7 GB	3.3 GB
292	e9/d7654c	12109558	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (Sham_oxy_3)	COMPLETED	0	2024-08-15 09:24:58.642	9.1s	3s	93.0%	46.1 MB	746.6 MB	52.1 MB	798 B
289	1f/bb0011	12109555	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (Sham_Sal_1)	COMPLETED	0	2024-08-15 09:24:50.641	17.1s	13s	136.7%	21.7 MB	209.9 MB	2 GB	2.8 MB
280	c1/344724	12109552	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (SNI_Sal_2)	COMPLETED	0	2024-08-15 09:24:50.033	17.7s	14s	148.0%	18.1 MB	209.9 MB	2.1 GB	2.4 MB
262	24/02bf5d	12109525	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (Sham_oxy_4)	COMPLETED	0	2024-08-15 09:24:03.675	1m 9s	1m 3s	94.1%	45.6 MB	745.8 MB	2.6 GB	1.3 KB
264	3f/e241b4	12109522	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (Sham_oxy_4)	COMPLETED	0	2024-08-15 09:24:03.149	1m 10s	1m 5s	99.5%	360.7 MB	1 GB	2.6 GB	27.9 KB
291	1f/c5e7d9	12109554	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (Sham_Sal_1)	COMPLETED	0	2024-08-15 09:24:50.510	22.2s	18s	365.9%	451.2 MB	868.2 MB	3.6 GB	555.4 MB
305	fd/e8cc6c	12109569	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (Sham_oxy_3)	COMPLETED	0	2024-08-15 09:25:07.942	4.8s	0ms	60.3%	13.4 MB	21.9 MB	16.8 MB	3.5 KB
237	60/867f98	12109497	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (Sham_oxy_2)	COMPLETED	0	2024-08-15 09:23:03.187	2m 15s	2m 11s	96.9%	882 MB	1.5 GB	3 GB	1.7 KB
311	5a/93b9ff	12109572	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (Sham_Sal_1)	COMPLETED	0	2024-08-15 09:25:08.232	9.5s	4s	81.7%	52.6 MB	752.9 MB	66.9 MB	796 B
300	ae/3b222f	12109567	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (Sham_oxy_1)	COMPLETED	0	2024-08-15 09:25:04.981	12.7s	7s	134.2%	22.7 MB	209.9 MB	1018.6 MB	2.7 MB
317	d0/02cd61	12109578	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (SNI_Sal_2)	COMPLETED	0	2024-08-15 09:25:09.578	8.2s	3s	110.1%	59.9 MB	760.1 MB	80.3 MB	798 B
320	26/3babfe	12109584	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (Sham_Sal_1)	COMPLETED	0	2024-08-15 09:25:12.898	4.9s	1s	59.9%	14.8 MB	23 MB	16.8 MB	3.5 KB
148	f2/4aad1c	12109411	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (SNI_oxy_4)	COMPLETED	0	2024-08-15 09:21:27.874	3m 55s	3m 50s	106.7%	5.9 GB	7 GB	6.1 GB	1.2 GB
112	79/40513b	12109376	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (SNI_oxy_2)	COMPLETED	0	2024-08-15 09:14:59.461	10m 23s	10m 14s	104.9%	21.8 GB	33.6 GB	6.4 GB	3.3 GB
240	87/a6b6da	12109499	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (Sham_oxy_2)	COMPLETED	0	2024-08-15 09:23:03.427	2m 19s	2m 14s	98.1%	10.1 GB	10.7 GB	2.9 GB	185.2 KB
304	7e/021e23	12109568	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (Sham_oxy_1)	COMPLETED	0	2024-08-15 09:25:05.078	17.7s	11s	288.1%	314.2 MB	868.2 MB	2 GB	104.5 MB
285	a5/f4f08d	12109545	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (SNI_Sal_2)	COMPLETED	0	2024-08-15 09:24:48.967	38.7s	32s	302.8%	721.8 MB	1.2 GB	9.7 GB	5.4 GB
325	82/09b346	12109591	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (Sham_oxy_1)	COMPLETED	0	2024-08-15 09:25:19.297	8.4s	3s	113.7%	58.9 MB	759.1 MB	56.1 MB	799 B
335	b5/edb26a	12109596	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (SNI_oxy_4)	COMPLETED	0	2024-08-15 09:25:23.710	9s	4s	92.8%	7.6 MB	18.5 MB	308 MB	307.9 MB
336	cf/271177	12109600	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (Sham_oxy_1)	COMPLETED	0	2024-08-15 09:25:24.367	8.4s	1s	61.5%	13.6 MB	25.1 MB	16.8 MB	3.5 KB
334	d2/c8533e	12109598	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (SNI_oxy_4)	COMPLETED	0	2024-08-15 09:25:24.008	13.7s	4s	96.7%	7.8 MB	18.5 MB	315 MB	314.9 MB
337	0f/795a29	12109601	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (SNI_Sal_2)	COMPLETED	0	2024-08-15 09:25:27.881	9.9s	0ms	59.3%	13.7 MB	22 MB	16.8 MB	3.5 KB
294	13/06bc94	12109557	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (Sham_oxy_3)	COMPLETED	0	2024-08-15 09:24:58.545	39.2s	33s	98.2%	673 MB	1.4 GB	352 MB	42.1 MB
273	93/0cb128	12109531	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (SNI_oxy_1)	COMPLETED	0	2024-08-15 09:24:19.124	1m 19s	1m 13s	94.2%	111.3 MB	811.6 MB	3 GB	49.2 MB
128	93/9a28a0	12109391	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (SNI_Sal_1)	COMPLETED	0	2024-08-15 09:15:58.100	9m 45s	9m 34s	107.5%	23.1 GB	33.6 GB	5 GB	2.6 GB
249	b9/eaec49	12109512	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (Sham_oxy_4)	COMPLETED	0	2024-08-15 09:23:43.073	2m	1m 53s	115.1%	619.8 MB	857.2 MB	3.5 GB	328.2 MB
215	32/d1063d	12109478	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (SNI_oxy_3)	COMPLETED	0	2024-08-15 09:22:23.138	3m 25s	3m 19s	104.4%	3.9 GB	4.5 GB	5.3 GB	669.8 MB
261	dd/326447	12109528	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (Sham_oxy_4)	COMPLETED	0	2024-08-15 09:24:04.478	1m 43s	1m 37s	97.6%	882.2 MB	1.5 GB	2.7 GB	1.7 KB
134	ad/d6d332	12109397	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (SNI_Sal_3)	COMPLETED	0	2024-08-15 09:16:49.861	8m 58s	8m 46s	105.5%	21.2 GB	33.6 GB	5.1 GB	2.7 GB
269	b2/8d7b7f	12109534	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (SNI_oxy_1)	COMPLETED	0	2024-08-15 09:24:19.522	1m 28s	1m 21s	95.2%	45.7 MB	745.8 MB	3 GB	1.3 KB
330	20/122a9a	12109597	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (SNI_oxy_2)	COMPLETED	0	2024-08-15 09:25:23.726	24s	20s	136.6%	24.8 MB	209.9 MB	3.3 GB	3.1 MB
326	4a/b10698	12109586	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (Sham_oxy_1)	COMPLETED	0	2024-08-15 09:25:17.909	29.8s	26s	96.4%	96.6 MB	797 MB	1 GB	31.6 MB
268	d1/b21ba3	12109536	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (SNI_oxy_1)	COMPLETED	0	2024-08-15 09:24:20.315	1m 32s	1m 28s	94.7%	622.2 MB	1.3 GB	3 GB	27.9 KB
318	30/084eb7	12109577	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (SNI_Sal_2)	COMPLETED	0	2024-08-15 09:25:09.399	43.3s	35s	97.8%	45.5 MB	745.8 MB	2.1 GB	1.3 KB
323	18/05f57d	12109587	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (Sham_oxy_1)	COMPLETED	0	2024-08-15 09:25:18.130	34.6s	29s	96.1%	45.4 MB	745.8 MB	1 GB	1.3 KB
321	15/30b3c3	12109585	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (Sham_oxy_1)	COMPLETED	0	2024-08-15 09:25:17.810	34.9s	30s	96.6%	168.6 MB	869.8 MB	1 GB	28.1 KB
333	82/28c595	12109593	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (SNI_oxy_2)	COMPLETED	0	2024-08-15 09:25:23.290	29.4s	24s	398.3%	699.7 MB	1.2 GB	6.4 GB	1.6 GB
306	65/ac97c8	12109574	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (Sham_Sal_1)	COMPLETED	0	2024-08-15 09:25:08.942	43.8s	34s	99.9%	673 MB	1.4 GB	552.4 MB	41.1 MB
299	d0/96e002	12109564	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (Sham_oxy_1)	COMPLETED	0	2024-08-15 09:25:03.535	54.2s	46s	137.7%	557.9 MB	838.2 MB	1.9 GB	312.7 MB
338	16/a7a87d	12109602	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (SNI_oxy_4)	COMPLETED	0	2024-08-15 09:25:32.957	24.8s	17s	96.4%	62.1 MB	76.5 MB	923.8 MB	91 MB
